[2025-07-28 19:47:59] INFO | SERVER | HOST_RESOLVE | Host: 192.168.0.2 | SERVER | ID:24376036
[2025-07-28 19:47:59] INFO | SERVER | SOCKET_CREATED | ServerSocket creado en puerto: 8080 | SERVER | ID:56436585
[2025-07-28 19:47:59] INFO | SERVER | STARTED | Servidor activo en 192.168.0.2:8080 | SERVER | ID:38636840
[2025-07-28 19:47:59] INFO | CONSOLE | THREAD_STARTED | Hilo de monitoreo iniciado | SERVER | ID:82289586
[2025-07-28 19:48:06] INFO | CLIENT | CONNECTION_ACCEPTED | /127.0.0.1:56312 | /127.0.0.1 | ID:98836218
[2025-07-28 19:48:06] DEBUG | SYSTEM | THREAD_CREATED | Hilo virtual para: /127.0.0.1:56312 | SERVER | ID:62978811
[2025-07-28 19:48:06] INFO | CLIENT | SESSION_STARTED | Sesión iniciada para: /127.0.0.1:56312 | /127.0.0.1 | ID:19349002
[2025-07-28 19:48:06] DEBUG | CLIENT | REQUEST_MANAGER_CREATED | RequestManager y ServerRequestHandler creados | /127.0.0.1:56312 | ID:02857335
[2025-07-28 19:48:06] INFO | MENU | MENU_SENT | Menú enviado: Menu Principal | SERVER | ID:81106939
[2025-07-28 19:48:08] INFO | CLIENT | OPTION_RECEIVED | Opción recibida: 1 | SERVER | ID:38142318
[2025-07-28 19:48:08] DEBUG | CLIENT | MENU_OPTION_PROCESSING | Procesando opción: 1 | /127.0.0.1:56312 | ID:91559561
[2025-07-28 19:48:08] INFO | CLIENT | LIST_FILES_REQUEST | Cliente solicitó listar archivos | /127.0.0.1:56312 | ID:61663372
[2025-07-28 19:48:08] INFO | MENU | MENU_SENT | Menú enviado: Archivos Disponibles | SERVER | ID:63299896
[2025-07-28 19:48:08] INFO | FILE | LIST_SENT | 9 archivos enviados | SERVER | ID:38672353
[2025-07-28 19:48:08] INFO | MENU | MENU_SENT | Menú enviado: Menu Principal | SERVER | ID:05079303
[2025-07-28 19:48:11] INFO | CLIENT | OPTION_RECEIVED | Opción recibida: 4 | SERVER | ID:43592548
[2025-07-28 19:48:11] DEBUG | CLIENT | MENU_OPTION_PROCESSING | Procesando opción: 4 | /127.0.0.1:56312 | ID:46973595
[2025-07-28 19:48:11] INFO | CLIENT | EXIT_REQUEST | Cliente solicitó salir | /127.0.0.1:56312 | ID:80982159
[2025-07-28 19:48:11] INFO | CLIENT | SESSION_ENDING | Finalizando sesión para: /127.0.0.1:56312 | /127.0.0.1 | ID:88620446
[2025-07-28 19:48:11] DEBUG | CLIENT | CLEANUP_STARTED | Iniciando limpieza de recursos | /127.0.0.1:56312 | ID:01710749
[2025-07-28 19:48:11] INFO | CLIENT | DISCONNECTED | Cliente desconectado exitosamente | /127.0.0.1 | ID:60936164
[2025-07-28 19:48:17] INFO | SERVER | SHUTDOWN | ServerSocket cerrado exitosamente | SERVER | ID:19395374
[2025-07-28 19:48:17] DEBUG | CONSOLE | THREAD_ENDED | Hilo de monitoreo terminado | SERVER | ID:22328181
[2025-07-28 19:52:19] INFO | SERVER | HOST_RESOLVE | Host: 192.168.0.2 | SERVER | ID:86567425
[2025-07-28 19:52:19] INFO | SERVER | SOCKET_CREATED | ServerSocket creado en puerto: 8080 | SERVER | ID:58958995
[2025-07-28 19:52:19] INFO | SERVER | STARTED | Servidor activo en 192.168.0.2:8080 | SERVER | ID:80995991
[2025-07-28 19:52:19] INFO | CONSOLE | THREAD_STARTED | Hilo de monitoreo iniciado | SERVER | ID:89319143
[2025-07-28 19:52:22] INFO | CLIENT | CONNECTION_ACCEPTED | /127.0.0.1:56333 | /127.0.0.1 | ID:91747149
[2025-07-28 19:52:22] DEBUG | SYSTEM | THREAD_CREATED | Hilo virtual para: /127.0.0.1:56333 | SERVER | ID:08235660
[2025-07-28 19:52:22] INFO | CLIENT | SESSION_STARTED | Sesión iniciada para: /127.0.0.1:56333 | /127.0.0.1 | ID:66475974
[2025-07-28 19:52:22] DEBUG | CLIENT | REQUEST_MANAGER_CREATED | RequestManager y ServerRequestHandler creados | /127.0.0.1:56333 | ID:14464183
[2025-07-28 19:52:22] INFO | MENU | MENU_SENT | Menú enviado: Menu Principal | SERVER | ID:63907463
[2025-07-28 19:52:23] INFO | CLIENT | OPTION_RECEIVED | Opción recibida: 1 | SERVER | ID:76537157
[2025-07-28 19:52:23] DEBUG | CLIENT | MENU_OPTION_PROCESSING | Procesando opción: 1 | /127.0.0.1:56333 | ID:59022502
